id,db_id,question,gold_sql,reason,revised
1843,movie_2,Select the name of all movie theaters that are not currently showing a movie.,SELECT DISTINCT name FROM MovieTheaters WHERE Movie = 'null',"The requirement is to select all theater names where the Movie foreign-key column is empty. In SQL a NULL value must be filtered with IS NULL; using = 'null' only matches rows that literally contain the text ""null"", which is not the intended design. Therefore the annotated query fails. DISTINCT is unnecessary but harmless.",SELECT Name  FROM MovieTheaters  WHERE Movie IS NULL;
1844,movie_2,What are the names of all cinemas not showing any movies?,SELECT DISTINCT name FROM MovieTheaters WHERE Movie = 'null',"In SQL NULL must be tested with IS NULL. Data inspection shows at least one theater with Movie NULL (e.g., Majestic). The annotated query would therefore return an empty set even though qualifying rows exist. DISTINCT is unnecessary.",SELECT Name  FROM MovieTheaters  WHERE Movie IS NULL;
1851,movie_2,Show all information of all unrated movies.,SELECT * FROM movies WHERE rating = 'null',"The Movies table was probed with SELECT DISTINCT rating revealing a NULL value (None in Python output). That means unrated movies are stored with true NULLs. The annotated query uses rating = 'null', which never matches NULLs because in SQL comparisons with NULL yield UNKNOWN, not TRUE. Hence the query fails to return the intended rows. To answer correctly, the predicate must use IS NULL.",SELECT *  FROM Movies  WHERE Rating IS NULL;
1852,movie_2,What is all the information about the unrated movies?,SELECT * FROM movies WHERE rating = 'null',"The query compares rating to the literal string 'null', but unrated movies are stored with SQL NULL, which must be tested with IS NULL. Therefore the annotated query returns no rows even when unrated movies exist. The question clearly asks for all columns of unrated movies, so a straightforward selection of rows whose Rating is NULL answers it unambiguously.",SELECT *  FROM Movies  WHERE Rating IS NULL;
1853,movie_2,Show the titles of movies not currently being shown in any theaters.,SELECT Title FROM Movies WHERE Code NOT IN (SELECT Movie FROM MovieTheaters WHERE Movie != 'null'),"The annotated query attempts to identify movies not shown in any theater by selecting titles whose code is NOT IN the list of MovieTheaters.Movie. However, it removes NULLs from the sub-query with the expression Movie != 'null'. In SQL the keyword NULL is not the string 'null'; in SQLite that string is coerced to 0, so the predicate really tests Movie <> 0, not ""IS NOT NULL"". Consequently the query would exclude any theater row whose Movie value is 0 and could allow NULLs to remain in the NOT IN list. A NULL inside a NOT IN list causes every comparison in the outer query to evaluate to UNKNOWN, potentially returning no rows at all. Therefore the query is not reliable for all valid database states. It also may produce duplicates if a film appears in multiple theaters.",SELECT DISTINCT m.Title  FROM Movies AS m  WHERE m.Code NOT IN (   SELECT mt.Movie   FROM MovieTheaters AS mt   WHERE mt.Movie IS NOT NULL  );
1854,movie_2,What are the names of the movies not being shown in any theaters?,SELECT Title FROM Movies WHERE Code NOT IN (SELECT Movie FROM MovieTheaters WHERE Movie != 'null'),"• Correct logic: return every movie whose Code is absent from MovieTheaters.Movie (ignoring NULLs).  • Annotated query uses Movie != 'null'; the literal 'null' is a string, not the SQL NULL value. SQLite silently converts it to numeric 0, so the predicate is effectively Movie <> 0. This unintentionally excludes any theater row whose Movie code is 0 (if ever present) and does not express the intended IS NOT NULL test.  • Because the comparison with a string evaluates to NULL for the NULL row, that row is filtered out and the current small data set yields the expected answer, but the logic is still incorrect and brittle.  • Proper form: use WHERE Movie IS NOT NULL or rewrite with NOT EXISTS.",SELECT DISTINCT m.Title  FROM Movies AS m  WHERE m.Code NOT IN (   SELECT mt.Movie   FROM MovieTheaters AS mt   WHERE mt.Movie IS NOT NULL  );
1869,planet_1,List all package numbers received by Leo Wong ?,"select t1.packagenumber from package as t1 join client as t2 on t1.recipient = t2.accountnumber where t2.name = ""leo wong"";","The logic of joining Package.Recipient to Client.AccountNumber is correct, but the filter t2.name = ""leo wong"" is case-sensitive in SQLite’s default collation and does not match the stored value ""Leo Wong"". Executing the annotated query yields an empty result, whereas the correct answer should return PackageNumber 1 (and any others that might exist). Therefore the query fails to answer the question.",SELECT p.PackageNumber  FROM Package AS p  JOIN Client AS c ON p.Recipient = c.AccountNumber  WHERE c.Name = 'Leo Wong';
1873,planet_1,Count the number of packages sent by Ogden Wernstrom and received by Leo Wong.,"SELECT T1.PackageNumber FROM PACKAGE AS T1 JOIN Client AS T2 ON T1.Sender = T2.AccountNumber WHERE T2.Name = ""Ogden Wernstrom"" INTERSECT SELECT T1.PackageNumber FROM PACKAGE AS T1 JOIN Client AS T2 ON T1.Recipient = T2.AccountNumber WHERE T2.Name = ""Leo Wong""","The query separately selects all PackageNumber values for packages sent by Ogden and those received by Leo, then INTERSECTS on PackageNumber alone. PackageNumber is unique only within each shipment (duplicates exist across shipments, verified by inspection), so the intersection can match unrelated packages that just share the same number. Moreover, it returns the package numbers instead of their count.",SELECT COUNT(*) AS package_count  FROM Package p  JOIN Client s ON p.Sender = s.AccountNumber  JOIN Client r ON p.Recipient = r.AccountNumber  WHERE s.Name = 'Ogden Wernstrom'   AND r.Name = 'Leo Wong';
1874,planet_1,How many packages sent by Ogden Wernstrom and received by Leo Wong?,"SELECT T1.PackageNumber FROM PACKAGE AS T1 JOIN Client AS T2 ON T1.Sender = T2.AccountNumber WHERE T2.Name = ""Ogden Wernstrom"" INTERSECT SELECT T1.PackageNumber FROM PACKAGE AS T1 JOIN Client AS T2 ON T1.Recipient = T2.AccountNumber WHERE T2.Name = ""Leo Wong""","The question asks for the number (count) of packages whose sender is ""Ogden Wernstrom"" and whose recipient is ""Leo Wong"".     The annotated query:   1. Returns PackageNumber values instead of a count, so it does not directly answer “how many”.   2. Uses INTERSECT between two sets that each project only PackageNumber. Because PackageNumber is only unique within a shipment (the PK is (Shipment, PackageNumber)), two different shipments can share the same package number. Intersecting on that single column can therefore produce false positives or false negatives in a general database, making the logic unreliable.",SELECT COUNT(*)  FROM Package  JOIN Client AS sender ON sender.AccountNumber = Package.Sender  JOIN Client AS recipient ON recipient.AccountNumber = Package.Recipient  WHERE sender.Name = 'Ogden Wernstrom'   AND recipient.Name = 'Leo Wong';
1877,planet_1,What is the heaviest package sent by the clients which 'John' is part of their name? List package number and weight.,"SELECT T1.PackageNumber , max(T1.Weight) FROM PACKAGE AS T1 JOIN Client AS T2 ON T1.Sender = T2.AccountNumber WHERE T2.Name LIKE ""John"";","1. Filtering – T2.Name LIKE ""John"" matches only the exact name “John”. The question requires any name containing the substring, e.g. %John%.  2. Aggregation – The query selects PackageNumber together with MAX(Weight) but omits a GROUP BY. SQLite will choose an arbitrary PackageNumber, so the number is not guaranteed to correspond to the maximum weight, producing wrong results.  3. Multiple maxima – If several packages share the maximum weight, the query should return all of them or otherwise specify a tie-breaking rule; the given query returns at most one arbitrary row.","SELECT p.PackageNumber,   p.Weight  FROM Package p  JOIN Client c ON p.Sender = c.AccountNumber  WHERE c.Name LIKE '%John%'   AND p.Weight = (   SELECT MAX(p2.Weight)   FROM Package p2   JOIN Client c2 ON p2.Sender = c2.AccountNumber   WHERE c2.Name LIKE '%John%'   );"
1878,planet_1,What is the package number and weight of the heaviest package that was sent by a client named John or something similar?,"SELECT T1.PackageNumber , max(T1.Weight) FROM PACKAGE AS T1 JOIN Client AS T2 ON T1.Sender = T2.AccountNumber WHERE T2.Name LIKE ""John"";","1. The query tries to obtain the heaviest package sent by a client whose name is “John”, but it is written as   SELECT T1.PackageNumber , max(T1.Weight)   without a GROUP BY. In SQLite this returns an arbitrary PackageNumber paired with the max weight, so the   PackageNumber is not guaranteed to belong to the heaviest package.  2. The condition T2.Name LIKE ""John"" is equivalent to equality; it does not satisfy the “or something similar”   wording (e.g. “John Smith”, “Johnny”). The proper pattern should include wild-cards such as '%John%'.  3. Therefore the query can return an incorrect (mismatched) PackageNumber or no row at all, and it does not fully   implement the intended filtering.","SELECT p.PackageNumber,   p.Weight  FROM Package p  JOIN Client c ON p.Sender = c.AccountNumber  WHERE c.Name LIKE '%John%'   AND p.Weight = (   SELECT MAX(p2.Weight)   FROM Package p2   JOIN Client c2 ON p2.Sender = c2.AccountNumber   WHERE c2.Name LIKE '%John%'   );"
1882,planet_1,What is the name of the client who sent the most packages and how many were there?,"SELECT T2.Name , count(*) FROM PACKAGE AS T1 JOIN Client AS T2 ON T1.Sender = T2.AccountNumber GROUP BY T1.Sender ORDER BY count(*) DESC LIMIT 1;","The query joins Package with Client, groups by the sender and returns the row with the highest COUNT(*). Logically this finds “a” client with the greatest number of packages and the corresponding count, which matches the literal wording if there is exactly one such client.     However, when two or more clients tie for the maximum, ORDER BY COUNT(*) DESC LIMIT 1 will return an arbitrary one of them because no secondary ordering is specified and SQL has no deterministic rule for rows that share the same ordering key. In the provided database all three clients ‘Leo Wong’, ‘Al Gore\'s Head’ and ‘Zapp Brannigan’ each sent 2 packages (the maximum). The annotated query would return only whichever of these happens to be encountered first, so the answer is incomplete and non-deterministic.","WITH sender_counts AS (   SELECT T2.Name, COUNT(*) AS cnt   FROM Package AS T1   JOIN Client AS T2 ON T1.Sender = T2.AccountNumber   GROUP BY T1.Sender  )  SELECT Name, cnt  FROM sender_counts  WHERE cnt = (SELECT MAX(cnt) FROM sender_counts);"
1883,planet_1,Who received least number of packages ? List client name and number of packages received by that client .,"select t2.name , count(*) from package as t1 join client as t2 on t1.recipient = t2.accountnumber group by t1.recipient order by count(*) limit 1;","The annotated query counts packages per recipient only among rows that exist in the Package table. Clients who have never received a package (count = 0) are therefore excluded, yet they should be considered when searching for the minimum possible number of received packages. In addition, after sorting by the count it applies LIMIT 1, so if several clients share the minimum number it returns an arbitrary single client, whereas the question does not state that only one row should be shown. Finally, t2.Name is selected without being listed in GROUP BY, which relies on SQLite-specific behaviour and is non-standard. Due to these issues the query is not guaranteed to return the correct or complete answer.","SELECT c.Name,   COALESCE(p.cnt,0) AS num_packages  FROM Client c  LEFT JOIN (   SELECT Recipient, COUNT(*) AS cnt   FROM Package   GROUP BY Recipient  ) p ON p.Recipient = c.AccountNumber  WHERE COALESCE(p.cnt,0) = (   SELECT MIN(cnt_all)   FROM (   SELECT COALESCE(p2.cnt,0) AS cnt_all   FROM Client c2   LEFT JOIN (   SELECT Recipient, COUNT(*) AS cnt   FROM Package   GROUP BY Recipient   ) p2 ON p2.Recipient = c2.AccountNumber   )   )  ORDER BY c.Name;"
1884,planet_1,What is the smallest number of packages received and by whom ?,"select t2.name , count(*) from package as t1 join client as t2 on t1.recipient = t2.accountnumber group by t1.recipient order by count(*) limit 1;","The query calculates the package-count per recipient correctly, but it then orders the result ascending and keeps only the first row with LIMIT 1. If several clients share that minimum count, all but one will be discarded, so the answer can be incomplete. Therefore it does not always answer “what is the smallest number … and by whom”. The question naturally expects every client who attains the minimum to be returned, so no ambiguity in intent exists.","WITH cnt AS (   SELECT recipient, COUNT(*) AS num_pkg   FROM Package   GROUP BY recipient  ),  min_cnt AS (   SELECT MIN(num_pkg) AS min_pkg   FROM cnt  )  SELECT c.Name, cnt.num_pkg  FROM cnt  JOIN min_cnt ON cnt.num_pkg = min_cnt.min_pkg  JOIN Client c ON c.AccountNumber = cnt.recipient;"
1885,planet_1,Who sent more than one packages? List the client's name.,"SELECT T2.Name , count(*) FROM PACKAGE AS T1 JOIN Client AS T2 ON T1.Sender = T2.AccountNumber GROUP BY T1.Sender HAVING count(*) > 1;","The question asks only for the client names that have sent more than one package. The annotated query does identify those clients correctly, but it also returns an extra column (the count of packages).",SELECT T2.Name  FROM Package AS T1  JOIN Client AS T2 ON T1.Sender = T2.AccountNumber  GROUP BY T1.Sender  HAVING COUNT(*) > 1;
1886,planet_1,What is the name of all clients who sent more than one package?,"SELECT T2.Name , count(*) FROM PACKAGE AS T1 JOIN Client AS T2 ON T1.Sender = T2.AccountNumber GROUP BY T1.Sender HAVING count(*) > 1;","The question asks only for the client names that have sent more than one package. The annotated query does identify those clients correctly, but it also returns an extra column (the count of packages).",SELECT T2.Name  FROM Package AS T1  JOIN Client AS T2 ON T1.Sender = T2.AccountNumber  GROUP BY T1.Sender  HAVING COUNT(*) > 1;
1900,planet_1,What are the ids for all shipments on the planet Mars that Turanga Leela manages?,"SELECT T1.ShipmentID FROM Shipment AS T1 JOIN Planet AS T2 ON T1.Planet = T2.PlanetID JOIN Employee AS T3 ON T3.EmployeeID = T1.Manager WHERE T2.Name = ""Mars"" OR T3.Name = ""Turanga Leela"";","The shipment table links to Planet and Employee. The intended filter is shipments where Planet.Name = 'Mars' AND Employee.Name = 'Turanga Leela'. The annotated query joins the correct tables but applies the conditions with OR, enlarging the result set beyond the requested set. No other issues (schema usage, duplicates) are present, but the logical operator makes the query incorrect.",SELECT T1.ShipmentID  FROM Shipment AS T1  JOIN Planet AS T2 ON T1.Planet = T2.PlanetID  JOIN Employee AS T3 ON T3.EmployeeID = T1.Manager  WHERE T2.Name = 'Mars' AND T3.Name = 'Turanga Leela';
1901,planet_1,What is the total shipments in each planet? List the planet name and total shipments.,"SELECT T2.Name , count(*) FROM Shipment AS T1 JOIN Planet AS T2 ON T1.Planet = T2.PlanetID GROUP BY T1.Planet;","The query counts shipments only for planets that actually appear in the Shipment table because it uses an INNER JOIN between Shipment and Planet. If the question’s phrase “each planet” is taken literally, planets that never received a shipment should still be listed with a total of 0. Under that interpretation the query is incomplete, so it is not fully correct. If the alternative interpretation (show only planets with shipments) were intended, the query would work, but the wording leaves room for both readings, hence ambiguity.","SELECT p.Name,   COUNT(s.ShipmentID) AS total_shipments  FROM Planet AS p  LEFT JOIN Shipment AS s   ON p.PlanetID = s.Planet  GROUP BY p.PlanetID, p.Name;"
1902,planet_1,How many shipments take place on each planet?,"SELECT T2.Name , count(*) FROM Shipment AS T1 JOIN Planet AS T2 ON T1.Planet = T2.PlanetID GROUP BY T1.Planet;","However, the wording “each planet” could also be interpreted to mean the full list of planets, including those with zero shipments; the current INNER JOIN would then miss such planets. For that interpretation a LEFT JOIN and a safer GROUP BY on the planet table would be required. Because of this dual interpretation, the question is ambiguous.","SELECT P.Name,   COUNT(S.ShipmentID) AS shipment_count  FROM Planet AS P  LEFT JOIN Shipment AS S   ON S.Planet = P.PlanetID  GROUP BY P.PlanetID, P.Name;"
1909,planet_1,Calculate total weight of package shipped in each planet . show the name of each planet .,"select t3.name , sum(t1.weight) from package as t1 join shipment as t2 on t1.shipment = t2.shipmentid join planet as t3 on t2.planet = t3.planetid group by t2.planet;","The query sums Package.Weight after an INNER JOIN that starts from the Package table, therefore it only returns planets that actually have at least one package. The question, however, says “each planet”, which can reasonably be read as *all* planets in the Planet table. Under that literal reading, planets that have never received a shipment (weight = 0) must also appear, so the annotated query would be missing those rows and is therefore not correct.   At the same time, the wording could also be interpreted as “for every planet that has received packages”, in which case the annotated query would be acceptable. This dual interpretation makes the task itself ambiguous.   Apart from the coverage issue, the joins and aggregation in the annotated query follow the schema correctly.","SELECT p.Name,   COALESCE(SUM(pkg.Weight), 0) AS total_weight  FROM Planet AS p  LEFT JOIN Shipment AS s ON s.Planet = p.PlanetID  LEFT JOIN Package AS pkg ON pkg.Shipment = s.ShipmentID  GROUP BY p.PlanetID, p.Name;"
1910,planet_1,"what is the total package weight for each planet, list its name ?","select t3.name , sum(t1.weight) from package as t1 join shipment as t2 on t1.shipment = t2.shipmentid join planet as t3 on t2.planet = t3.planetid group by t2.planet;","""The query sums Package.Weight after an INNER JOIN that starts from the Package table, therefore it only returns planets that actually have at least one package. The question, however, says “each planet”, which can reasonably be read as *all* planets in the Planet table. Under that literal reading, planets that have never received a shipment (weight = 0) must also appear, so the annotated query would be missing those rows and is therefore not correct.   At the same time, the wording could also be interpreted as “for every planet that has received packages”, in which case the annotated query would be acceptable. This dual interpretation makes the task itself ambiguous.   Apart from the coverage issue, the joins and aggregation in the annotated query follow the schema correctly.""","SELECT p.Name,   COALESCE(SUM(pkg.Weight), 0) AS total_weight  FROM Planet AS p  LEFT JOIN Shipment AS s ON s.Planet = p.PlanetID  LEFT JOIN Package AS pkg ON pkg.Shipment = s.ShipmentID  GROUP BY p.PlanetID, p.Name;"
1929,planet_1,Find the number of employees who do not have clearance in Mars .,"select count(*) from employee where employeeid not in ( select t2.employeeid from has_clearance as t1 join employee as t2 on t1.employee = t2.employeeid join planet as t3 on t1.planet = t3.planetid where t3.name = ""mars"" );","The sub-query uses the filter t3.name = ""mars"", but in the data the planet is stored as ""Mars"" (capital M). SQLite string comparison is case-sensitive by default, so the sub-query returns zero rows. As a consequence every employee is treated as lacking clearance and the outer COUNT(*) returns the total number of employees, not the required count of employees who truly lack Mars clearance. Logic and schema usage are otherwise fine; only the case-mismatch (or lack of a case-insensitive comparison) makes the result wrong.",SELECT COUNT(*)  FROM Employee e  WHERE NOT EXISTS (   SELECT 1   FROM Has_Clearance hc   JOIN Planet p ON p.PlanetID = hc.Planet   WHERE hc.Employee = e.EmployeeID   AND p.Name = 'Mars' -- use correct case or COLLATE NOCASE  );
1930,planet_1,What is the number of employees that do not have clearance on Mars ?,"select count(*) from employee where employeeid not in ( select t2.employeeid from has_clearance as t1 join employee as t2 on t1.employee = t2.employeeid join planet as t3 on t1.planet = t3.planetid where t3.name = ""mars"" );","The query tries to count employees whose IDs are not in the list of employees that have clearance for Mars. Logic and table usage are fine, but the string literal used in the filter is ""mars"" (all-lower-case). In the data the planet is stored as ""Mars"" with an upper-case M, and SQLite string comparison is case-sensitive by default. Consequently the subquery returns zero rows, so the NOT IN test passes for every employee and the outer query counts all employees (8) instead of the correct 7.","""SELECT COUNT(*)  FROM Employee e  WHERE NOT EXISTS (   SELECT 1   FROM Has_Clearance hc   JOIN Planet p ON p.PlanetID = hc.Planet   WHERE hc.Employee = e.EmployeeID   AND p.Name = 'Mars' -- use correct case or COLLATE NOCASE  );"""
1935,video_game,What is the average units sold in millions of the games that are not developed by Nintendo?,SELECT avg(Units_sold_Millions) FROM game WHERE developers != 'Nintendo',"The game table contains four distinct Developers values. Three of them include the word “Nintendo”. Only rows with Developers = 'Polyphony Digital' are truly “not developed by Nintendo”. Using != 'Nintendo' leaves mixed-developer rows, inflating the result. Re-running with NOT LIKE '%Nintendo%' returns 11.15, the correct average.",SELECT AVG(Units_sold_Millions)  FROM game  WHERE Developers NOT LIKE '%Nintendo%';
1936,video_game,Return the average number of units sold in millions for games not developed by Nintendo.,SELECT avg(Units_sold_Millions) FROM game WHERE developers != 'Nintendo',"The annotated query filters out only those rows whose Developers value equals exactly 'Nintendo'. In the data the developer column also contains composite strings such as 'Nintendo/GameFreak' and 'Nintendo / GameFreak'. These rows still involve Nintendo and should therefore be excluded, but the annotated query includes them, so the average is computed over an incorrect set of games. Other elements of the query (aggregation, column choice) are fine, but the filter logic is wrong.",SELECT AVG(Units_sold_Millions) FROM game WHERE Developers NOT LIKE '%Nintendo%';
1943,video_game,How many players have rank of the year smaller than 3?,SELECT count(*) FROM player WHERE Rank_of_the_year <= 3,"The player table holds one row per player, so a simple COUNT is appropriate. However, the condition should be Rank_of_the_year < 3. Using <= 3 inflates the count by including rank 3 players, so the annotated query does not answer the question exactly.",SELECT COUNT(*)  FROM player  WHERE Rank_of_the_year < 3;
1968,video_game,What are the titles of games that are played by players from Oklahoma college or Auburn college?,"SELECT T1.Title FROM game AS T1 JOIN game_player AS T2 ON T1.Game_ID = T2.Game_ID JOIN player AS T3 ON T2.Player_ID = T3.Player_ID WHERE T3.College = ""Oklahoma"" INTERSECT SELECT T1.Title FROM game AS T1 JOIN game_player AS T2 ON T1.Game_ID = T2.Game_ID JOIN player AS T3 ON T2.Player_ID = T3.Player_ID WHERE T3.College = ""Auburn""","The required result is all game titles linked through game_player to at least one player whose College is 'Oklahoma' or 'Auburn'. The annotated query forms two separate sets and intersects them, returning only the overlap, which is stricter than needed. A single query with a WHERE … IN ('Oklahoma','Auburn') or a UNION of the two subsets is correct. DISTINCT (or GROUP BY) should be used to suppress duplicates caused by many players per game.","SELECT DISTINCT g.Title  FROM game AS g  JOIN game_player AS gp ON g.Game_ID = gp.Game_ID  JOIN player AS p ON gp.Player_ID = p.Player_ID  WHERE p.College IN ('Oklahoma', 'Auburn');"
1978,book_press,Find the average and maximum yearly profit for each press.,"SELECT avg(Year_Profits_billion) , max(Year_Profits_billion) FROM press","The query returns ONE row containing the overall average and overall maximum Year_Profits_billion across all presses (because there is no GROUP BY). The question, however, says “…for each press”, which implies we should list every press independently. To accomplish that, a GROUP BY (or simply selecting per-press values) is required, e.g. SELECT Press_ID, AVG(Year_Profits_billion), MAX(Year_Profits_billion) FROM press GROUP BY Press_ID;. Therefore the annotated query does not satisfy the wording of the question.","SELECT Press_ID, AVG(Year_Profits_billion) AS avg_year_profit, MAX(Year_Profits_billion) AS max_year_profit  FROM press  GROUP BY Press_ID;"
1993,book_press,Find the titles and publish dates of the top 5 best sale books.,"SELECT title , release_date FROM book ORDER BY sale_amount DESC LIMIT 5","The intent is to rank books by their sales volume. In the schema Sale_Amount is defined as TEXT, so sorting it directly will perform a lexicographical (string) comparison – e.g. the value ‘90’ would be placed ahead of ‘800’, producing an incorrect ranking. The annotated query therefore does not reliably return the true top-5 best-selling books. The logic is otherwise sound (correct columns, table, limit), but the crucial numeric ordering is wrong.","SELECT Title,   Release_date  FROM book  ORDER BY CAST(Sale_Amount AS REAL) DESC  LIMIT 5;"
1994,book_press,What are the 5 best books in terms of sale amount? Give me their titles and release dates.,"SELECT title , release_date FROM book ORDER BY sale_amount DESC LIMIT 5","• In the schema Sale_Amount is declared as TEXT. Lexicographic ordering puts values beginning with larger leading digits first, therefore '714' is considered greater than '1307'.   • The sample execution of the annotated query confirms the incorrect order: books with 700-range sales precede those with 1300-range sales.   • Hence the query does not correctly identify the top-selling books even though it selects the right columns and limits to 5 rows.   • Casting the column to an integer (or storing it as numeric) before ordering fixes the issue.","SELECT Title, Release_date  FROM book  ORDER BY CAST(Sale_Amount AS INTEGER) DESC  LIMIT 5;"
2003,book_press,"Find the title, author name, and publisher name for the top 3 best sales books.","SELECT t1.name , t2.title , t3.name FROM author AS t1 JOIN book AS t2 ON t1.author_id = t2.author_id JOIN press AS t3 ON t2.press_id = t3.press_id ORDER BY t2.sale_amount DESC LIMIT 3","The query joins the correct tables and selects the right columns, but it orders by Sale_Amount while the column is of type TEXT. SQLite therefore performs a lexicographic sort, so values such as '714' are considered larger than '1307'. Consequently the returned rows are not the 3 books with the highest numeric sales; the first two rows in the result are wrong. To be correct the value has to be cast (e.g., CAST(Sale_Amount AS INTEGER)) or the column should be stored as numeric.","SELECT    b.Title, a.Name AS Author_Name,   p.Name AS Publisher_Name  FROM book b  JOIN author a ON a.Author_ID = b.Author_ID  JOIN press p ON p.Press_ID = b.Press_ID  ORDER BY CAST(b.Sale_Amount AS INTEGER) DESC  LIMIT 3;"
2004,book_press,"What are the 3 best selling books? Show their titles, author names, and press names.","SELECT t1.name , t2.title , t3.name FROM author AS t1 JOIN book AS t2 ON t1.author_id = t2.author_id JOIN press AS t3 ON t2.press_id = t3.press_id ORDER BY t2.sale_amount DESC LIMIT 3","The query joins the right tables and limits the result to three rows, but it orders the rows by Sale_Amount, which is declared as TEXT. TEXT is sorted lexicographically, not numerically, so the query can return an incorrect ranking whenever the numbers differ in length (e.g., '9000' would come before '10000', but also before '1000'). Therefore it does not reliably return the three best‐selling books. In addition, the select list starts with the author’s name while the question asks for title first; most evaluators expect the column order to follow the question.","SELECT   b.Title,   a.Name AS Author_Name,   p.Name AS Press_Name  FROM book AS b  JOIN author AS a ON a.Author_ID = b.Author_ID  JOIN press AS p ON p.Press_ID = b.Press_ID  ORDER BY CAST(b.Sale_Amount AS REAL) DESC  LIMIT 3;"
2006,book_press,What are the name and total book sale amount of each press?,"SELECT sum(t1.sale_amount) , t2.name FROM book AS t1 JOIN press AS t2 ON t1.press_id = t2.press_id GROUP BY t1.press_id","The annotated query performs an INNER JOIN between book and press, therefore it returns only those presses that have at least one book. The question asks for the name and total book-sale amount of each press, which implies all 10 presses should be listed, even those without books (total should be 0). In a quick check, only 5 presses were produced by the annotated query, proving it is incomplete. The rest of the logic (SUM, grouping) is otherwise fine, but the missing presses make the result wrong.","SELECT p.Name,   COALESCE(SUM(CAST(b.Sale_Amount AS REAL)),0) AS Total_Sale  FROM press p  LEFT JOIN book b ON b.Press_ID = p.Press_ID  GROUP BY p.Press_ID, p.Name;"
2007,book_press,Find the number of books that are sold more than 1000 for each publisher. List the press name as well.,"SELECT count(*) , t2.name FROM book AS t1 JOIN press AS t2 ON t1.press_id = t2.press_id WHERE sale_amount > 1000 GROUP BY t2.name","Sale_Amount is TEXT. SQLite compares as strings vs numeric literal; '714' > '1000' yields true. Verification showed counts differ when CAST used. Other logic (JOIN, GROUP BY) fine.","SELECT   p.Name,   SUM(CASE WHEN CAST(b.Sale_Amount AS REAL) > 1000 THEN 1 ELSE 0 END) AS num_books_over_1000  FROM press AS p  LEFT JOIN book AS b ON b.Press_ID = p.Press_ID  GROUP BY p.Press_ID, p.Name;"
2008,book_press,"For each press, return its name and the number of books that have sale amount above 1000.","SELECT count(*) , t2.name FROM book AS t1 JOIN press AS t2 ON t1.press_id = t2.press_id WHERE sale_amount > 1000 GROUP BY t2.name","1. Desired output: one row per individual press (uniquely identified by Press_ID) that shows the press’s name and how many of its books have Sale_Amount > 1000; presses with zero such books should normally appear with a count of 0.  2. The annotated query performs an INNER JOIN between book and press and filters in the WHERE clause. Any press that owns no book with Sale_Amount > 1000 is therefore excluded, violating the “for each press” requirement.  3. GROUP BY only t2.Name instead of the primary key. If two presses share the same name their counts are combined, producing incorrect results.  4. Using TEXT column Sale_Amount in a numeric comparison relies on implicit casting; explicit casting is safer.","SELECT   p.Name,   SUM(CASE WHEN CAST(b.Sale_Amount AS REAL) > 1000 THEN 1 ELSE 0 END) AS num_books_over_1000  FROM press AS p  LEFT JOIN book AS b ON b.Press_ID = p.Press_ID  GROUP BY p.Press_ID, p.Name;"
2009,book_press,What is the name of the author of best selling book?,SELECT t1.name FROM author AS t1 JOIN book AS t2 ON t1.author_id = t2.author_id ORDER BY t2.sale_amount DESC LIMIT 1,"The annotated query orders by book.Sale_Amount (a TEXT column) and returns the first row, assuming this is the largest sales figure. In SQLite text is ordered lexicographically, so '9000' sorts before '10000'; the query can therefore pick the wrong book/author. It also discards possible ties (LIMIT 1) and may return duplicate authors if they have several books. Thus it does not reliably answer the question.",SELECT DISTINCT author.Name  FROM author  JOIN book ON author.Author_ID = book.Author_ID  WHERE CAST(book.Sale_Amount AS REAL) = (   SELECT MAX(CAST(Sale_Amount AS REAL)) FROM book);
2010,book_press,Who wrote the best selling book? Give me the author name.,SELECT t1.name FROM author AS t1 JOIN book AS t2 ON t1.author_id = t2.author_id ORDER BY t2.sale_amount DESC LIMIT 1,"The annotated query orders by Sale_Amount, which is defined as TEXT. SQLite therefore performs a string (lexicographical) sort, so values beginning with larger first digits (e.g., '714') are considered larger than longer numeric values that begin with '1' (e.g., '1307'). Consequently the query returns the wrong author. To identify the true best-selling book we must compare the sales numerically, e.g., by casting to INTEGER or using MAX on the cast value. The question itself clearly asks for the author of the highest-selling book, so there is no ambiguity.",SELECT a.Name  FROM author a  JOIN book b ON a.Author_ID = b.Author_ID  WHERE CAST(b.Sale_Amount AS INTEGER) = (SELECT MAX(CAST(Sale_Amount AS INTEGER)) FROM book);
2028,cre_Doc_Workflow,Show all author names and number of documents corresponding to each.,"SELECT author_name , count(*) FROM Documents GROUP BY author_name","The authoritative list of authors is the Authors table. Querying only Documents returns counts for authors that appear there, excluding any author without a document. If the intent is indeed every author, the annotated query is incorrect. Because the wording of the question could reasonably be interpreted either way, the question itself is ambiguous.","SELECT a.author_name, COUNT(d.document_id) AS num_documents  FROM Authors a  LEFT JOIN Documents d ON a.author_name = d.author_name  GROUP BY a.author_name;"
